编号,名字,性别,字号,年龄,正史,籍贯,父亲,母亲,兄弟,配偶,孩子,官职,主效,效力,总年数,年代列表,总章节,章节列表,历史,小说,头像,链接,效力数,配偶数
6121,豫让,男,豫讓,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,其他,其他,0,未知,1,第25回,春秋末期晋国人，姬姓，毕氏。为晋卿智瑶（智伯）家臣。晋出公二十二年（前453），赵﹑韩﹑魏共灭智氏。豫让用漆涂身，吞炭使哑，暗伏桥下，谋刺赵襄子未遂，后为赵襄子所捕。临死时，求得赵襄子衣服，拔剑击斩其衣，以示为主复仇，然后伏剑自杀。,春秋末期晋卿智瑶的家臣，是我国古代著名的“士为知己者死”的刺客。演义中有提及此人。,http://www.e3ol.com/biography/pic/id/240/6121.jpg,http://www.e3ol.com/biography/html/豫让/,1,0
892,木鹿大王,男,木鹿大王,虚构人物,虚构人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,少数民族,少数民族,1,公元225年,1,第90回,虚构人物，出自三国演义。,八纳洞洞主木鹿大王，深通法术：出则骑象，能呼风唤雨，常有虎豹豺狼、毒蛇恶蝎跟随。手下更有三万神兵，甚是英勇。自己骑巨象出征，击退了蜀汉军。但是，被诸葛亮破了法术而战死与乱军之中。,http://www.e3ol.com/biography/pic/id/240/892.jpg,http://www.e3ol.com/biography/html/木鹿大王/,1,0
3237,刘式,男,劉式,？-？,史实人物,扬州庐江郡义阳(河南信阳市桐柏县东),刘邕,未知,刘武,未知,未知,暂无相关记载,蜀,蜀,0,未知,0,未知,监军后将军刘邕嗣子。,未知,http://www.e3ol.com/biography/pic/id/240/3237.jpg,http://www.e3ol.com/biography/html/刘式/,1,0
153,全纪,男,全紀,？-258,史实人物,扬州会稽郡钱唐(浙江杭州市西灵隐山麓),全尚,未知,全皇后,未知,未知,黄门侍郎,吴,吴,1,公元258年,1,第113回,东吴黄门侍郎，太常全尚之子，皇后全氏之兄。大将军孙綝以吴主孙亮始亲政事，常向其多所问难，孙亮甚惧其人。孙綝后还建业，称疾不入朝，筑私室于朱雀桥之南，并使其弟威远将军孙据为苍龙宿卫，又令武卫将军孙恩、偏将军孙干、长水校尉孙闿分屯诸营，欲自固势力以专朝政。孙亮深忌孙綝，据《江表传》所载，于是召黄门侍郎全纪密谋诛除孙綝。全纪承诏，以之告父全尚，不料全尚心无远虑，将事告知其妻。全纪妻是孙綝之姊，当下便使人密告于孙綝。于是孙綝乘夜发兵往废孙亮，天明时兵已围宫。孙亮既忧且怒，遂大骂全尚败事，又大呼全纪，全纪自知失罪，有负君上，无面目复见，因而自杀。,皇后全氏之兄。时大将军孙綝以吴主孙亮始亲政事，常向其多所问难。孙綝为人专恣，孙亮甚惧其人，与全纪密谋诛除孙綝，并约全尚、将军刘丞谋诛孙綝。全纪承诏，以之告父全尚，不料全尚心无远虑，将事告知其妻。全纪妻是孙綝之姊，当下便使人密告于孙綝。于是孙綝先以兵袭杀全尚，又遣弟孙恩攻杀刘丞于苍龙门外，复召大臣会于宫门，罢黜孙亮为会稽王。,http://www.e3ol.com/biography/pic/id/240/153.jpg,http://www.e3ol.com/biography/html/全纪/,1,0
2598,韩縯,男,伯南,？-？,史实人物,豫州颍川郡舞阳(河南漯河市舞阳县西北),未知,未知,未知,未知,未知,暂无相关记载,东汉,东汉,0,未知,0,未知,曾任河内太守。顺帝时为丹阳太守，有政绩。桓帝时拜为司徒。后阿附梁冀，及冀被诛，縯坐罪，以减死论，遣归本郡，免为庶人。延熹八年（165），复拜縯为司隶校尉。縯奏宦官之罪恶，左悺及兄左称皆自杀，贬具瑷及兄具恭，稍抑宦官之势。,未知,http://www.e3ol.com/biography/pic/id/240/2598.jpg,http://www.e3ol.com/biography/html/韩縯/,1,0
4479,夏侯绩,男,夏侯績,？-？,史实人物,豫州沛国谯(安徽亳州市亳县),夏侯衡,未知,未知,未知,夏侯褒,暂无相关记载,魏,魏,0,未知,0,未知,夏侯渊之孙，夏侯衡之子。衡死，夏侯绩继之而立，封安宁亭侯，为虎贲中郎将。,未知,http://www.e3ol.com/biography/pic/id/240/4479.jpg,http://www.e3ol.com/biography/html/夏侯绩/,1,0
5825,虞舜,男,都君,？-？,史实人物,冀州(河北邢台市柏乡北),未知,未知,未知,未知,未知,暂无相关记载,其他,其他,0,未知,0,未知,"三皇五帝之一，传说目有双瞳而取名重华,字都君；生于姚墟、诸冯，故姚姓。舜，为部落联盟首领，以受尧的“禅让”而称帝于天下，其国号为“有虞”，故号为“有虞氏帝舜”。帝舜、大舜、虞帝舜、舜帝皆虞舜之帝王号,故后世以舜简称之。死后，禅位于禹。",未知,http://www.e3ol.com/biography/pic/id/240/5825.jpg,http://www.e3ol.com/biography/html/虞舜/,1,0
3916,苏绍,男,世嗣,？-？,史实人物,司隶扶风武功(陕西咸阳市武功县西二十五公里),苏愉,未知,苏慎|苏氏,未知,未知,暂无相关记载,西晋,西晋,0,未知,0,未知,臣松之案愉子绍，字世嗣，为吴王师。石崇妻，绍之女兄也。绍有诗在金谷集。绍弟慎，左卫将军。,未知,http://www.e3ol.com/biography/pic/id/240/3916.jpg,http://www.e3ol.com/biography/html/苏绍/,1,0
1042,李譔,男,钦仲,？-？,史实人物,益州广汉郡涪(四川绵阳市),李仁[东汉],未知,未知,未知,未知,中散中大夫|右中郎将,蜀,蜀,1,公元227年,1,第91回,蜀中散中大夫、右中郎将。父仁，与同县尹默俱游荆州，从司马徽、宋忠等学。譔具传其业，又从默讲论义理，五经、诸子，无不该览，加博好技艺，算术、卜数、医药、弓弩、机械之巧，皆致思焉。始为州书佐、尚书令史。延熙元年，后主立太子，以譔为庶子，迁为仆。转中散中大夫、右中郎将，犹侍太子。太子爱其多知，甚悦之。然体轻脱，好戏啁，故世不能重也。著古文易、尚书、毛诗、三礼、左氏传、太玄指归，皆依准贾、马，异於郑玄。,蜀博士。建兴四年，丞相亮伐魏，留譔为博士。,http://www.e3ol.com/biography/pic/id/240/1042.jpg,http://www.e3ol.com/biography/html/李譔/,1,0
1658,柳浦,男,柳浦,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,参军,东汉,东汉,0,未知,0,未知,公孙渊部下参军，在公孙渊授意下与群臣上书魏为渊求封国。（《魏书》）,未知,http://www.e3ol.com/biography/pic/id/240/1658.jpg,http://www.e3ol.com/biography/html/柳浦/,1,0
2202,杜度,男,伯度,？-？,史实人物,司隶京兆尹杜陵(陕西西安市长安区东南),未知,未知,未知,未知,未知,暂无相关记载,东汉,东汉,0,未知,0,未知,书法家。累官御史大夫。章帝时，为齐相。善草书。,未知,http://www.e3ol.com/biography/pic/id/240/2202.jpg,http://www.e3ol.com/biography/html/杜度/,1,0
5857,颜回,男,子渊,公元前521-公元前481(41岁),史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,其他,其他,0,未知,2,第23回|第40回,是孔子最得意的弟子，却英年早逝，孔子为此非常遗憾。自汉代起，颜回被列为七十二贤之首，有时祭孔独以颜回配享。,春秋时期鲁国人，演义中曾提到此人。,http://www.e3ol.com/biography/pic/id/240/5857.jpg,http://www.e3ol.com/biography/html/颜回/,1,0
4819,杨谟,男,楊謨,？-？,史实人物,凉州汉阳郡冀(甘肃天水市甘谷县东南),未知,未知,未知,未知,未知,暂无相关记载,魏,魏,0,未知,0,未知,安定长史杨阜从弟。曾协助姜叙、杨阜起兵卤城，击败马超。,未知,http://www.e3ol.com/biography/pic/id/240/4819.jpg,http://www.e3ol.com/biography/html/杨谟/,1,0
6112,桓范子,男,桓範子,？-？,史实人物,豫州沛国沛(江苏徐州市沛县东),桓范,未知,未知,未知,未知,暂无相关记载,魏,魏,1,公元249年,1,第107回,曹爽谋士桓范的儿子，在桓范得知司马懿政变后，与其子商议出城通报曹爽。,曹爽智囊桓范的儿子，在桓范得知司马懿政变后，与其子商议出城通报曹爽。,http://www.e3ol.com/biography/pic/id/240/6112.jpg,http://www.e3ol.com/biography/html/桓范子/,1,0
1084,司马玮,男,彦度,271-291(21岁),史实人物,司隶河内郡温(河南焦作市温县西),司马炎,未知,司马衷|司马晏|司马乂|司马颖,未知,未知,暂无相关记载,西晋,西晋,0,未知,0,未知,司马炎第五子。初封始平王。太康末，徙封楚王，都督荆州诸军事。武帝死，入为卫将军，领北军中候，加侍中、行太子少傅。时司马亮入朝辅政。玮承贾后旨，诬亮与卫瓘有废立之谋，矫诏杀之。“八王之乱”由此始。不久，即为贾后所杀，年二十一。,未知,http://www.e3ol.com/biography/pic/id/240/1084.jpg,http://www.e3ol.com/biography/html/司马玮/,1,0
1000,蒋显,男,蔣顯,？-263,史实人物,荆州零陵郡湘乡(湖南湘潭市湘乡),蒋琬,未知,蒋斌,未知,未知,太子仆,魏,蜀|魏,1,公元263年,1,第118回,蜀太子仆。父琬，大将军、大司马。蜀亡，显赴剑阁，传圣旨与大将军姜维。魏镇西将军钟会爱其才，留于己边。翌年，会反，魏兵入，显等亦死于乱军之中。,蜀太子仆。蜀亡，显携圣旨往剑阁与大将军姜维。翌年，魏镇西将军钟会反，事败，死于乱军之中。 ,http://www.e3ol.com/biography/pic/id/240/1000.jpg,http://www.e3ol.com/biography/html/蒋显/,2,0
2849,贾复,男,君文,？-55,史实人物,荆州南阳郡(河南南阳市),未知,未知,未知,未知,未知,暂无相关记载,东汉,东汉,0,未知,0,未知,西汉末年，天下大乱，光武任复为破虏将军、偏将军、都护将军，累有战功。光武即位，拜为执金吾，封冠军侯、胶东侯。参议国家大事，颇受光武信用。,未知,http://www.e3ol.com/biography/pic/id/240/2849.jpg,http://www.e3ol.com/biography/html/贾复/,1,0
6015,陈符,男,长信,？-？,史实人物,益州巴郡安汉(四川南充市东北近郊),未知,未知,陈寿|陈莅,未知,未知,黄门侍郎|东观秘书郎|散骑常侍|将军主簿|著作郎|做著作佐郎,西晋,西晋,0,未知,0,未知,西晋初期官员。祖父为将军马谡参军，谡为诸葛亮所诛，祖父亦坐被髡。从父陈寿，字承祚，少受学于散骑常侍谯周，治《尚书》、《三传》，锐精《史》、《汉》。聪警敏识，属文富艳。初应州命，任蜀汉卫将军主簿，东观秘书郎，散骑、黄门侍郎。蜀亡后，仕晋官至散骑常侍。陈符聪明机警，见识过人，和叔父陈寿一样有文学才华，仕晋接替陈寿担任著作佐郎，做官非常清廉.后受到陈寿牵连，被外放担任上廉县令，早卒。陈符所写的辞章华美有条理，驰名当世。在陈寿所著述的二百余部作品中，陈符与两位弟弟写的文章就各有数十篇。后来梁、益二州以及中原的文士们纷纷为他以及叔父、两位弟弟作传，大体和这篇介绍的一样。,未知,http://www.e3ol.com/biography/pic/id/240/6015.jpg,http://www.e3ol.com/biography/html/陈符/,1,0
4746,严武,男,子卿,？-？,史实人物,徐州彭城国(江苏徐州市),严畯,未知,未知,未知,未知,暂无相关记载,吴,吴,0,未知,0,未知,著名围棋手。卫尉严畯再从子。围棋无敌手。与皇象等八人，各有绝艺，世皆称妙，谓之八绝。,未知,http://www.e3ol.com/biography/pic/id/240/4746.jpg,http://www.e3ol.com/biography/html/严武/,1,0
4213,王离,男,伯元,？-？,史实人物,益州广汉郡(四川广汉市),未知,未知,未知,未知,王威,暂无相关记载,蜀,蜀,0,未知,0,未知,以才干显，为督军从事。后任犍为太守，治有美绩。,未知,http://www.e3ol.com/biography/pic/id/240/4213.jpg,http://www.e3ol.com/biography/html/王离/,1,0
5610,王承[西晋],男,安期,？-？,史实人物,并州太原郡晋阳(山西太原市西南营西古城),王湛,未知,未知,未知,王述,暂无相关记载,西晋,西晋,0,未知,0,未知,王湛子。惠帝永宁初，为骠骑参军，迁司空从事中郎，赐爵蓝田县侯。东晋初建，为元帝镇东府从事中郎。年四十六卒。,未知,http://www.e3ol.com/biography/pic/id/240/5610.jpg,http://www.e3ol.com/biography/html/王承[西晋]/,1,0
5339,郑崇,男,鄭崇,？-？,史实人物,司隶河南尹开封(河南开封市西南二十五公里),郑浑,未知,未知,未知,未知,暂无相关记载,魏,魏,0,未知,0,未知,郑浑子，为郎中。,未知,http://www.e3ol.com/biography/pic/id/240/5339.jpg,http://www.e3ol.com/biography/html/郑崇/,1,0
5793,司马冲,男,道让,311-341(31岁),史实人物,司隶河内郡温(河南焦作市温县西),司马睿,未知,未知,未知,未知,暂无相关记载,西晋,西晋,0,未知,0,未知,晋元帝三子，母亲为石婕妤。东海王。东海王司马越世子司马毗没于石勒，不知存亡，元帝以司马冲出继司马毗后，称东海世子，以毗陵郡增本封邑万户，又改食下邳、兰陵，以司马越妃裴氏为太妃，拜长水校尉。高选僚佐，以沛国刘耽为司马，颍川庾怿为功曹，吴郡顾和为主簿。永昌初，迁中军将军，加散骑常侍。及东海太妃薨，同时为司马毗发丧。司马冲即王位，以荥阳益东海国，转车骑将军，徙骠骑将军。咸康七年去世，年三十一，赠侍中、骠骑大将军、仪同三司，无子。谥为哀。 三国志里为司空文阳亭侯。,未知,http://www.e3ol.com/biography/pic/id/240/5793.jpg,http://www.e3ol.com/biography/html/司马冲/,1,0
2140,丁潭,男,丁潭,？-？,史实人物,暂无相关记载,丁弥,未知,未知,未知,未知,暂无相关记载,西晋,西晋,0,未知,0,未知,晋光禄大夫。丁弥子。,未知,http://www.e3ol.com/biography/pic/id/240/2140.jpg,http://www.e3ol.com/biography/html/丁潭/,1,0
885,尹大目,男,尹大目,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,魏,魏,2,公元249年|公元255年,2,第107回|第110回,殿中校尉。小为曹氏家奴。,得到大將軍曹爽的信任。文欽、毋丘儉叛乱的時候，为了阻住朋友文钦叛乱，自薦为使，但是没有成功，大哭返回。,http://www.e3ol.com/biography/pic/id/240/885.jpg,http://www.e3ol.com/biography/html/尹大目/,1,0
1929,陈凤,男,陳鳳,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,蜀,蜀,0,未知,0,未知,驻扎于蜀吴边境，为吴将李异、谢旌生擒。,未知,http://www.e3ol.com/biography/pic/id/240/1929.jpg,http://www.e3ol.com/biography/html/陈凤/,1,0
1151,杨济,男,文通,？-291,史实人物,司隶弘农郡华阴(陕西渭南市华阴东),未知,未知,杨珧|杨骏,未知,未知,太子太傅,西晋,西晋,1,公元279年,1,第120回,历位镇南、征北将军，迁太子太傅。骏及珧、济势倾天下，时人有“三杨”之号。初，济有才艺，尝从武帝校猎北芒下，与侍中王济俱著布袴褶，骑马执角弓在辇前。猛兽突出，帝命王济射之，应弦而倒。须臾复一出，济受诏又射杀之，六军大叫称快。帝重兵官，多授贵戚清望，济以武艺号为称职。与兄珧深虑盛满，乃与诸甥李斌等共切谏。骏斥出王佑为河东太守，建立皇储，皆济谋也。初，骏忌大司马汝南王亮，催使之籓。济与斌数谏止之，骏遂疏济。济谓傅咸曰：“若家兄征大司马入，退身避之，门户可得免耳。不尔，行当赤族。”咸曰：“但征还，共崇至公，便立太平，无为避也。夫人臣不可有专，岂独外戚！今宗室疏，因外戚之亲以得安，外戚危，倚宗室之重以为援，所谓脣齿相依，计之善者。”济益惧而问石崇曰：“人心云何？”崇曰：“贤兄执政，疏外宗室，宜与四海共之。”济曰：“见兄，可及此。”崇见骏，及焉，骏不纳。后与诸兄俱见害。难发之夕，东宫召济。济谓裴楷曰：“吾将何之？”楷曰：“子为保傅，当至东宫。”济好施，久典兵马，所从四百余人皆秦中壮士，射则命中，皆欲救济。济已入宫，莫不叹恨。,晋伐吴，杜预令济出屯襄阳，节制诸路人马。,http://www.e3ol.com/biography/pic/id/240/1151.jpg,http://www.e3ol.com/biography/html/杨济/,1,0
